customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,tenure_group,interaction_score,charges_group,MonthlyCharges_scaled,TotalCharges_scaled,gender_Female,gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,PhoneService_No,PhoneService_Yes,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
8779-QRDMV,1,1,39.65,39.65,1,0-12,2,Medium,-0.8346107040023594,-0.9903573596677968,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False
1680-VDCWW,0,12,19.8,202.25,0,0-12,0,Low,-1.4943441130683104,-0.9186447455163608,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False
1066-JKSGK,0,1,20.15,20.15,1,0-12,0,Low,-1.4827115340671475,-0.9989575809221204,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True
3638-WEABW,0,58,59.9,3505.1,0,48-60,2,Medium,-0.1615829189350795,0.5380342683217133,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False
6322-HRPFA,0,49,59.6,2970.3,0,48-60,3,Medium,-0.17155370093607614,0.3021676874595483,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
6865-JZNKO,0,30,55.3,1530.6,0,24-48,2,Medium,-0.31446824295036285,-0.33279326330196846,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False
6467-CHFZW,0,47,99.35,4749.15,1,24-48,3,High,1.1495749141959914,1.0867063324981838,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False
8665-UTDHZ,0,1,30.2,30.2,1,0-12,1,Low,-1.1486903370337564,-0.9945251591987383,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
5248-YGIJN,0,72,90.25,6369.45,0,60+,6,High,0.8471278601657574,1.8013185631843585,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False
8773-HHUOZ,0,17,64.7,1093.1,1,12-24,2,Medium,-0.0020504069191315333,-0.5257469452899962,True,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True
3841-NFECX,1,71,96.35,6766.95,0,60+,4,High,1.0498670941860242,1.976630765676338,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False
4929-XIHVW,1,2,95.5,181.65,0,0-12,3,High,1.0216165451832002,-0.9277301074568255,False,True,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
6827-IEAUQ,0,27,66.15,1874.45,0,24-48,4,Medium,0.046141706085686136,-0.18114269518406362,True,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True
7310-EGVHZ,0,1,20.2,20.2,0,0-12,0,Low,-1.481049737066981,-0.9989355290727504,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False
3413-BMNZE,1,1,45.25,45.25,0,0-12,0,Medium,-0.6484894399837535,-0.9878875525383501,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False
6234-RAAPL,0,72,99.9,7251.7,0,60+,4,High,1.1678546811978192,2.1904234453190727,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,True,False,False,False
6047-YHPVI,0,5,69.7,316.9,1,0-12,0,Medium,0.16412929309748078,-0.8680798549108124,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
6572-ADKRS,0,46,74.8,3548.3,0,24-48,1,High,0.33363258711442517,0.5570870661774455,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
5380-WJKOV,0,34,106.35,3549.25,1,24-48,4,Very High,1.3822264942192488,0.5575060513154766,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False
8168-UQWWF,0,11,97.85,1105.4,1,0-12,3,High,1.099721004191008,-0.5203221903449613,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False
8865-TNMNX,0,10,49.55,475.7,0,0-12,1,Medium,-0.5055748979694671,-0.7980431813115009,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True
9489-DEDVP,0,70,69.2,4872.35,0,60+,3,Medium,0.14751132309581955,1.1410420893460127,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False
9867-JCZSP,0,17,20.75,418.25,0,12-24,0,Low,-1.462769970065154,-0.8233807562377001,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
4671-VJLCL,0,63,79.85,4861.45,0,60+,5,High,0.5014740841312035,1.1362347861833393,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False
4080-IIARD,0,13,76.2,981.45,0,12-24,4,High,0.3801629031190768,-0.5749887249333407,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False
3714-NTNFO,0,49,84.5,3906.7,0,48-60,1,High,0.6560212051466532,0.7151547224620377,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False
5948-UJZLF,0,2,49.25,97.0,0,0-12,1,Medium,-0.5155456799704636,-0.9650638884403376,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True
7760-OYPDY,0,2,80.65,144.15,1,0-12,1,High,0.5280628361338618,-0.9442689944843707,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False
7639-LIAYI,0,52,79.75,4217.8,0,48-60,4,High,0.4981504901308714,0.8523613292425531,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False
2954-PIBKO,0,69,64.15,4254.1,0,60+,3,Medium,-0.020330173920958795,0.868370971885217,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False
8012-SOUDQ,1,43,90.25,3838.75,0,24-48,2,High,0.8471278601657574,0.6851862591681258,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False
9420-LOJKX,0,15,99.1,1426.4,1,12-24,4,High,1.141265929195161,-0.37874931738917406,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
6575-SUVOI,1,25,69.5,1752.65,0,24-48,3,Medium,0.1574821050968162,-0.23486100024953052,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False
7495-OOKFY,1,8,80.65,633.3,1,0-12,1,High,0.5280628361338618,-0.7285357520970708,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
4667-QONEA,1,60,74.85,4456.35,0,48-60,5,High,0.33529438411459117,0.957570702587111,True,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False
1658-BYGOY,1,18,95.45,1752.55,1,12-24,2,High,1.0199547481830342,-0.2349051039482707,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False
8769-KKTPH,0,63,99.65,6311.2,0,60+,3,High,1.1595456961969886,1.775628158668238,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
5067-XJQFU,1,66,108.45,7076.35,0,60+,5,Very High,1.4520219682262263,2.113087609578271,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
3957-SQXML,0,34,24.95,894.3,0,24-48,0,Low,-1.3231790220511994,-0.613425098385356,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False
5954-BDFSG,0,72,107.5,7853.7,0,60+,4,Very High,1.42044782522307,2.455927711734599,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False
0434-CSFON,0,47,100.5,4707.1,0,24-48,3,High,1.1877962451998125,1.0681607271779634,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False
1215-FIGMP,0,60,89.9,5450.7,0,48-60,2,High,0.8354952811645946,1.3961158310095,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False
0526-SXDJP,0,72,42.1,2962.0,0,60+,3,Medium,-0.7531826509942192,0.2985070804641182,False,True,False,True,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False,False
0557-ASKVU,0,18,54.4,957.1,0,12-24,2,Medium,-0.34438058895335305,-0.5857279755765602,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False
5698-BQJOH,0,9,94.4,857.25,1,0-12,2,High,0.9850570111795457,-0.6297655187685707,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False
5122-CYFXA,0,3,75.3,244.1,0,0-12,4,High,0.3502505571160864,-0.9001873475936203,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False
8627-ZYGSZ,0,47,78.9,3650.35,0,24-48,1,High,0.46989994112804756,0.6020948907417385,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
3410-YOQBQ,0,31,79.2,2497.2,0,24-48,5,High,0.47987072312904416,0.09351308872003748,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
3170-NMYVV,0,50,20.15,930.9,0,48-60,0,Low,-1.4827115340671475,-0.5972831446464717,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False
7410-OIEDU,0,10,79.85,887.35,0,0-12,2,High,0.5014740841312035,-0.6164903054477944,False,True,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
2273-QCKXA,0,1,49.05,49.05,0,0-12,1,Medium,-0.5221928679711283,-0.9862116119862254,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True
0731-EBJQB,0,52,20.4,1090.65,0,48-60,0,Low,-1.4744025490663168,-0.5268274859091291,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
1891-QRQSA,1,64,111.6,7099.0,0,60+,5,Very High,1.5567151792366918,2.1230770973429087,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False
8028-PNXHQ,0,62,24.25,1424.6,0,60+,0,Low,-1.3464441800535252,-0.3795431839664963,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False
5630-AHZIL,0,3,64.5,177.4,0,0-12,3,Medium,-0.00869759491979612,-0.9296045146532806,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False
2673-CXQEU,1,56,110.5,6139.5,0,48-60,5,Very High,1.5201556452330371,1.6999021079314511,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False
6416-JNVRK,0,46,55.65,2688.85,0,24-48,1,Medium,-0.3028356639492,0.1780378273554787,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False
5590-ZSKRV,0,8,54.65,482.25,0,0-12,2,Medium,-0.33607160395252245,-0.795154389044023,True,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True
0191-ZHSKZ,1,30,74.75,2111.3,0,24-48,4,High,0.3319707901142591,-0.07668308471808785,False,True,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False
3887-PBQAO,0,45,25.9,1216.6,0,24-48,0,Low,-1.2916048790480432,-0.4712788773459472,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
5919-TMRGD,0,1,79.35,79.35,1,0-12,1,High,0.48485611412954227,-0.9728481912679691,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False
8108-UXRQN,0,11,50.55,565.35,0,0-12,3,Medium,-0.47233895796614456,-0.7585042153909828,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False
9191-MYQKX,0,7,75.15,496.9,1,0-12,1,High,0.34526516611558833,-0.7886931971785953,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False
9919-YLNNG,0,42,103.8,4327.5,0,24-48,5,High,1.2974748472107767,0.9007430867604653,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False
0318-ZOPWS,0,49,20.15,973.35,0,48-60,0,Low,-1.4827115340671475,-0.5785611245312906,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False
4445-ZJNMU,0,9,99.3,918.75,0,0-12,3,High,1.1479131171958254,-0.6026417440433964,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
4808-YNLEU,0,35,62.15,2215.45,0,24-48,2,Medium,-0.08680205392760396,-0.03074908248025238,True,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False
1862-QRWPE,0,48,20.65,1057.0,0,24-48,0,Low,-1.4660935640654862,-0.5416683805351797,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False
2796-NNUFI,0,46,19.95,927.1,0,24-48,0,Low,-1.4893587220678117,-0.5989590851985964,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
3016-KSVCP,0,29,33.75,1009.25,0,24-48,1,Low,-1.0307027500219619,-0.5627278966835872,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True
4767-HZZHQ,0,30,82.05,2570.2,0,24-48,2,High,0.574593152138513,0.12570878880032554,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False
2424-WVHPL,1,1,74.7,74.7,0,0-12,1,High,0.3303089931140931,-0.9748990132593847,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
7233-PAHHL,0,66,84.0,5714.25,0,60+,5,High,0.6394032351449919,1.512351129039088,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True
6067-NGCEU,0,65,111.05,7107.0,0,60+,5,Very High,1.5384354122348645,2.126605393242118,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
9848-JQJTX,0,72,100.9,7459.05,0,60+,4,High,1.2010906212011416,2.281872464656713,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False
8637-XJIVR,0,12,78.95,927.35,1,0-12,1,High,0.47156173812821356,-0.5988488259517462,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
9803-FTJCG,0,71,66.85,4748.7,0,60+,3,Medium,0.06940686408801149,1.0865078658538534,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False
